               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 148,            0.037108,             0.03762,                   0,             0.76911,             0.77727,             0.82668,             0.40466,            0.046608,            0.027733,                   0,           0.0085447,           0.0085447,           0.0085447
                 149,            0.040176,            0.037855,                   0,             0.88578,             0.86169,             0.91126,             0.43214,            0.042504,            0.026609,                   0,           0.0085348,           0.0085348,           0.0085348
                 150,            0.038161,            0.036638,                   0,             0.92937,             0.87727,              0.9161,             0.48435,             0.03992,            0.026084,                   0,           0.0085249,           0.0085249,           0.0085249
                 151,             0.03376,             0.03035,                   0,             0.89974,             0.79776,             0.89504,             0.40858,            0.044967,            0.027298,                   0,            0.008515,            0.008515,            0.008515
                 152,            0.035204,            0.040746,                   0,             0.89229,             0.82843,              0.8849,             0.42818,            0.042676,            0.028034,                   0,           0.0085051,           0.0085051,           0.0085051
                 153,             0.03715,            0.043287,                   0,              0.7404,             0.77778,             0.79908,             0.38201,             0.04734,            0.030556,                   0,           0.0084952,           0.0084952,           0.0084952
                 154,            0.040702,             0.03762,                   0,             0.78906,              0.8313,             0.85196,             0.42467,            0.044246,            0.028198,                   0,           0.0084853,           0.0084853,           0.0084853
                 155,            0.038418,            0.040672,                   0,             0.84908,                 0.8,             0.87983,             0.42122,            0.044499,            0.027576,                   0,           0.0084754,           0.0084754,           0.0084754
                 156,            0.040794,             0.03263,                   0,             0.83969,             0.75657,             0.84628,             0.38467,            0.046249,            0.027278,                   0,           0.0084655,           0.0084655,           0.0084655
                 157,             0.03886,            0.034781,                   0,             0.93464,              0.7945,             0.90552,             0.47078,            0.040208,             0.02626,                   0,           0.0084556,           0.0084556,           0.0084556
                 158,            0.037194,            0.037733,                   0,             0.83677,             0.84444,             0.88669,             0.39441,            0.043857,            0.028501,                   0,           0.0084457,           0.0084457,           0.0084457
                 159,            0.033963,            0.033271,                   0,             0.83688,             0.81111,             0.85172,             0.46723,            0.039297,            0.026895,                   0,           0.0084358,           0.0084358,           0.0084358
                 160,            0.040762,            0.042669,                   0,              0.8545,             0.71781,             0.82891,             0.46488,            0.042107,            0.028387,                   0,           0.0084259,           0.0084259,           0.0084259
                 161,            0.036856,            0.042066,                   0,             0.91456,             0.77778,             0.89566,              0.4954,            0.038343,            0.027639,                   0,            0.008416,            0.008416,            0.008416
                 162,            0.034205,            0.036326,                   0,             0.91497,             0.83699,             0.90108,             0.44672,            0.041876,            0.027974,                   0,           0.0084061,           0.0084061,           0.0084061
                 163,            0.043259,            0.038955,                   0,             0.83773,             0.72222,              0.8004,              0.3934,             0.04754,             0.03054,                   0,           0.0083962,           0.0083962,           0.0083962
                 164,            0.043165,            0.033544,                   0,             0.89376,             0.84129,             0.90732,             0.47004,            0.039666,            0.026941,                   0,           0.0083863,           0.0083863,           0.0083863
                 165,            0.037531,            0.041788,                   0,             0.84265,             0.83306,             0.87886,             0.45517,            0.043002,            0.026426,                   0,           0.0083764,           0.0083764,           0.0083764
                 166,            0.043294,            0.034003,                   0,             0.85844,             0.80859,             0.86755,             0.47042,            0.041375,            0.028511,                   0,           0.0083665,           0.0083665,           0.0083665
